id,movie_uri,text,text_length,num_triples,triples
136,http://dbpedia.org/resource/California_Passage,"California Passage is a 1950 American Western film directed by Joseph Kane starring Forrest Tucker, Adele Mara and Estelita Rodriguez.",134,7,"(dbr:California_Passage, dbo:runtime, 5400.0) | (dbr:California_Passage, dbo:director, dbr:Joseph_Kane) | (dbr:California_Passage, dbo:producer, dbr:Joseph_Kane) | (dbr:California_Passage, dbo:starring, dbr:Adele_Mara) | (dbr:California_Passage, dbo:starring, dbr:Estelita_Rodriguez) | (dbr:California_Passage, dbo:starring, dbr:Forrest_Tucker) | (dbr:California_Passage, dbo:writer, dbr:James_Edward_Grant)"
137,http://dbpedia.org/resource/California_Scheming,"California Scheming is a 2014 American psychological thriller written and directed by Marco Weber. The film stars Gia Mantegna, Spencer Daniels, Rachel Seiferth and Devon Werkheiser.",182,7,"(dbr:California_Scheming, dbo:runtime, 5940.0) | (dbr:California_Scheming, dbo:director, dbr:Marco_Weber_(film_producer)) | (dbr:California_Scheming, dbo:producer, dbr:Marco_Weber_(film_producer)) | (dbr:California_Scheming, dbo:starring, dbr:Devon_Werkheiser) | (dbr:California_Scheming, dbo:starring, dbr:Gia_Mantegna) | (dbr:California_Scheming, dbo:starring, dbr:Spencer_Daniels) | (dbr:California_Scheming, dbo:writer, dbr:Marco_Weber_(film_producer))"
138,http://dbpedia.org/resource/California_Solo,"California Solo is an American independent feature film written and directed by Marshall Lewy and starring Robert Carlyle. It made its world premiere at the 2012 Sundance Film Festival, and its international premiere at the 2012 Edinburgh Film Festival. The film was acquired by Strand Releasing for the U.S., and was given a limited theatrical release on November 30, 2012.",374,7,"(dbr:California_Solo, dbo:runtime, 5640.0) | (dbr:California_Solo, dbo:producer, dbr:Mynette_Louie) | (dbr:California_Solo, dbo:starring, dbr:Robert_Carlyle) | (dbr:California_Solo, dbo:starring, dbr:A_Martinez) | (dbr:California_Solo, dbo:starring, dbr:Danny_Masterson) | (dbr:California_Solo, dbo:starring, dbr:Kathleen_Wilhoite) | (dbr:California_Solo, dbo:starring, dbr:Michael_Des_Barres)"
139,http://dbpedia.org/resource/California_Split,California Split is a 1974 American comedy-drama film directed by Robert Altman and starring Elliott Gould and George Segal as a pair of gamblers. It was the first non-Cinerama film to use eight-track stereo sound.,214,5,"(dbr:California_Split, dbo:runtime, 6480.0) | (dbr:California_Split, dbo:director, dbr:Robert_Altman) | (dbr:California_Split, dbo:producer, dbr:Robert_Altman) | (dbr:California_Split, dbo:starring, dbr:Elliott_Gould) | (dbr:California_Split, dbo:starring, dbr:George_Segal)"
140,http://dbpedia.org/resource/California_Straight_Ahead!,California Straight Ahead! is a 1937 American action film about truck drivers starring John Wayne and directed by Arthur Lubin for Universal Pictures. The action movie features a memorable cross-country race between a caravan of trucks and a special train.,256,4,"(dbr:California_Straight_Ahead!, dbo:runtime, 4020.0) | (dbr:California_Straight_Ahead!, dbo:director, dbr:Arthur_Lubin) | (dbr:California_Straight_Ahead!, dbo:producer, dbr:Trem_Carr) | (dbr:California_Straight_Ahead!, dbo:starring, dbr:John_Wayne)"
141,http://dbpedia.org/resource/California_Straight_Ahead_(1925_film),"California Straight Ahead is a 1925 American silent comedy film directed by Harry A. Pollard and starring Reginald Denny, Gertrude Olmstead, and Tom Wilson.",156,8,"(dbr:California_Straight_Ahead_(1925_film), dbo:runtime, 4800.0) | (dbr:California_Straight_Ahead_(1925_film), dbo:director, dbr:Harry_A._Pollard) | (dbr:California_Straight_Ahead_(1925_film), dbo:starring, dbr:Reginald_Denny_(actor)) | (dbr:California_Straight_Ahead_(1925_film), dbo:starring, dbr:Gertrude_Olmstead) | (dbr:California_Straight_Ahead_(1925_film), dbo:starring, dbr:Tom_Wilson_(actor)) | (dbr:California_Straight_Ahead_(1925_film), dbo:writer, dbr:Beatrice_Van) | (dbr:California_Straight_Ahead_(1925_film), dbo:writer, dbr:Dwinelle_Benthall) | (dbr:California_Straight_Ahead_(1925_film), dbo:writer, dbr:Harry_A._Pollard)"
142,http://dbpedia.org/resource/California_Suite_(film),"California Suite is a 1978 American anthology comedy film directed by Herbert Ross. The screenplay by Neil Simon is based on his 1976 play. Similar in format to Simon's earlier work Plaza Suite, the film follows four separate stories involving guests staying in a suite in a luxury hotel.",288,4,"(dbr:California_Suite_(film), dbo:runtime, 6180.0) | (dbr:California_Suite_(film), dbo:director, dbr:Herbert_Ross) | (dbr:California_Suite_(film), dbo:producer, dbr:Ray_Stark) | (dbr:California_Suite_(film), dbo:writer, dbr:Neil_Simon)"
143,http://dbpedia.org/resource/California_Typewriter,"California Typewriter is a 2016 American documentary film directed by Doug Nichol, that explores the mythology attached to the typewriter, as various obsessives celebrate the physicality of the typewriter both as object and means of summoning the creative spirit. It also documents the struggles of typewriter repair shop California Typewriter.",344,8,"(dbr:California_Typewriter, dbo:runtime, 6180.0) | (dbr:California_Typewriter, dbo:director, dbr:Doug_Nichol) | (dbr:California_Typewriter, dbo:producer, dbr:Doug_Nichol) | (dbr:California_Typewriter, dbo:producer, dbr:John_Benet) | (dbr:California_Typewriter, dbo:starring, dbr:Sam_Shepard) | (dbr:California_Typewriter, dbo:starring, dbr:David_McCullough) | (dbr:California_Typewriter, dbo:starring, dbr:Tom_Hanks) | (dbr:California_Typewriter, dbo:starring, dbr:John_Mayer)"
144,http://dbpedia.org/resource/California_or_Bust,"California or Bust is a 1927 American silent comedy-drama film, directed by Phil Rosen. It stars George O'Hara, Helen Foster, and John Steppling, and was released on January 9, 1927.",182,7,"(dbr:California_or_Bust, dbo:director, dbr:Phil_Rosen) | (dbr:California_or_Bust, dbo:producer, dbr:Joseph_P._Kennedy) | (dbr:California_or_Bust, dbo:starring, dbr:John_Steppling_(actor)) | (dbr:California_or_Bust, dbo:starring, dbr:George_O'Hara_(actor)) | (dbr:California_or_Bust, dbo:starring, dbr:Helen_Foster_(actress)) | (dbr:California_or_Bust, dbo:writer, dbr:Byron_Morgan) | (dbr:California_or_Bust, dbo:writer, dbr:Al_Boasberg)"
145,http://dbpedia.org/resource/Caligula..._The_Untold_Story,"Caligula... The Untold Story is a 1982 historical exploitation film starring David Brandon and Laura Gemser. Written by George Eastman and Joe D'Amato, and produced, directed and shot by Joe D'Amato, it was created to cash-in on the success of Tinto Brass's Caligula without being a sequel or remake.",300,7,"(dbr:Caligula..._The_Untold_Story, dbo:runtime, 5100.0) | (dbr:Caligula..._The_Untold_Story, dbo:director, dbr:Joe_D'Amato) | (dbr:Caligula..._The_Untold_Story, dbo:producer, dbr:Joe_D'Amato) | (dbr:Caligula..._The_Untold_Story, dbo:starring, dbr:David_Brandon_(actor)) | (dbr:Caligula..._The_Untold_Story, dbo:starring, dbr:Laura_Gemser) | (dbr:Caligula..._The_Untold_Story, dbo:writer, dbr:George_Eastman_(actor)) | (dbr:Caligula..._The_Untold_Story, dbo:writer, dbr:Joe_D'Amato)"
146,http://dbpedia.org/resource/Caligula_(film),"Caligula is a 1979 erotic historical drama film about the rise and fall of Roman Emperor Caligula. The film stars Malcolm McDowell in the title role, alongside Teresa Ann Savoy, Helen Mirren, Peter O'Toole, John Steiner, and John Gielgud.",238,12,"(dbr:Caligula_(film), dbo:runtime, 9360.0) | (dbr:Caligula_(film), dbo:director, dbr:Bob_Guccione) | (dbr:Caligula_(film), dbo:director, dbr:Tinto_Brass) | (dbr:Caligula_(film), dbo:producer, dbr:Bob_Guccione) | (dbr:Caligula_(film), dbo:starring, dbr:Peter_O'Toole) | (dbr:Caligula_(film), dbo:starring, dbr:Malcolm_McDowell) | (dbr:Caligula_(film), dbo:starring, dbr:Helen_Mirren) | (dbr:Caligula_(film), dbo:starring, dbr:Teresa_Ann_Savoy) | (dbr:Caligula_(film), dbo:starring, dbr:John_Gielgud) | (dbr:Caligula_(film), dbo:writer, dbr:Gore_Vidal) | (dbr:Caligula_(film), dbo:writer, dbr:Malcolm_McDowell) | (dbr:Caligula_(film), dbo:writer, dbr:Tinto_Brass)"
147,http://dbpedia.org/resource/Calimucho,"Calimucho is a 2008 Dutch/European feature film, directed by Eugenie Jansen. The film is about the problems within a small family circus, was entirely shot travelling with a small existing circus on tour, the cast consisting of the circus members, but is not a documentary: The story is entirely scripted, written by Natasha Gerson.",332,7,"(dbr:Calimucho, dbo:runtime, 5580.0) | (dbr:Calimucho, dbo:director, dbr:Eugenie_Jansen) | (dbr:Calimucho, dbo:starring, dbr:Evelyne_Bougliogne) | (dbr:Calimucho, dbo:starring, dbr:Joshy_Huppertz) | (dbr:Calimucho, dbo:starring, dbr:Manfred_Huppertz) | (dbr:Calimucho, dbo:starring, dbr:Tarek_Hannoudi) | (dbr:Calimucho, dbo:writer, dbr:Natasha_Gerson)"
148,http://dbpedia.org/resource/Call_+_Response,Call + Response is a documentary film released in 2008 by Fair Trade Pictures to support human rights activism against human trafficking and slavery on a community level. The film was Justin Dillon's directorial debut. This is the final film that Don LaFontaine voiced the trailers for. The movie was released a month after his death.,334,11,"(dbr:Call_+_Response, dbo:runtime, 5160.0) | (dbr:Call_+_Response, dbo:director, dbr:Justin_Dillon) | (dbr:Call_+_Response, dbo:starring, dbr:David_Batstone) | (dbr:Call_+_Response, dbo:starring, dbr:Julia_Ormond) | (dbr:Call_+_Response, dbo:starring, dbr:Cornel_West) | (dbr:Call_+_Response, dbo:starring, dbr:Gary_Haugen) | (dbr:Call_+_Response, dbo:starring, dbr:Madeleine_Albright) | (dbr:Call_+_Response, dbo:starring, dbr:Daryl_Hannah) | (dbr:Call_+_Response, dbo:starring, dbr:Ashley_Judd) | (dbr:Call_+_Response, dbo:starring, dbr:Kevin_Bales) | (dbr:Call_+_Response, dbo:starring, dbr:Nicholas_D._Kristof)"
149,http://dbpedia.org/resource/Call_Esteban,"Call Esteban is a 1960 Spanish crime film directed by Pedro Luis Ramírez and starring Luz Márquez, José Campos and Malila Sandoval.",131,5,"(dbr:Call_Esteban, dbo:releaseDate, 1960-09-26) | (dbr:Call_Esteban, dbo:runtime, 4740.0) | (dbr:Call_Esteban, dbo:director, dbr:Pedro_Luis_Ramírez) | (dbr:Call_Esteban, dbo:writer, dbr:Vicente_Coello) | (dbr:Call_Esteban, dbo:writer, dbr:José_Luis_Colina)"
150,http://dbpedia.org/resource/Call_Girl_(2007_film),"Call Girl is a 2007 Portuguese film directed by António-Pedro Vasconcelos starring Soraia Chaves, Nicolau Breyner, Ivo Canelas and Joaquim de Almeida. It was the highest-grossing Portuguese film in 2007.",203,5,"(dbr:Call_Girl_(2007_film), dbo:director, dbr:António-Pedro_Vasconcelos) | (dbr:Call_Girl_(2007_film), dbo:starring, dbr:Nicolau_Breyner) | (dbr:Call_Girl_(2007_film), dbo:starring, dbr:Ivo_Canelas) | (dbr:Call_Girl_(2007_film), dbo:starring, dbr:Joaquim_de_Almeida) | (dbr:Call_Girl_(2007_film), dbo:starring, dbr:Soraia_Chaves)"
151,http://dbpedia.org/resource/Call_Girl_(2012_film),"Call Girl is a 2012 political thriller film directed by Mikael Marcimain and written by Marietta von Hausswolff von Baumgarten. It stars Sofia Karemyr, Simon J. Berger and Josefin Asplund. The story is a fictionalised version of events based on the so-called Bordellhärvan political scandal of 1970s Sweden which linked several prominent politicians to a prostitution ring that included underage girls.",402,13,"(dbr:Call_Girl_(2012_film), dbo:runtime, 8400.0) | (dbr:Call_Girl_(2012_film), dbo:director, dbr:Mikael_Marcimain) | (dbr:Call_Girl_(2012_film), dbo:producer, dbr:Mimmi_Spång) | (dbr:Call_Girl_(2012_film), dbo:starring, dbr:David_Dencik) | (dbr:Call_Girl_(2012_film), dbo:starring, dbr:Josefin_Asplund) | (dbr:Call_Girl_(2012_film), dbo:starring, dbr:Pernilla_August) | (dbr:Call_Girl_(2012_film), dbo:starring, dbr:Ruth_Vega_Fernandez) | (dbr:Call_Girl_(2012_film), dbo:starring, dbr:Magnus_Krepper) | (dbr:Call_Girl_(2012_film), dbo:starring, dbr:Simon_J._Berger) | (dbr:Call_Girl_(2012_film), dbo:starring, dbr:Sverrir_Gudnason) | (dbr:Call_Girl_(2012_film), dbo:starring, dbr:Sofia_Karemyr) | (dbr:Call_Girl_(2012_film), dbo:starring, dbr:Kristoffer_Joner) | (dbr:Call_Girl_(2012_film), dbo:writer, dbr:Marietta_von_Hausswolff_von_Baumgarten)"
152,http://dbpedia.org/resource/Call_Girls_of_Rome,"Call Girls of Rome is a 1960 Italian film directed by Daniele D'Anza and starring Andreina Pagnani, Jeanne Valérie, Scilla Gabel, and Elsa Martinelli. Jean Murat also appears.",175,11,"(dbr:Call_Girls_of_Rome, dbo:runtime, 5880.0) | (dbr:Call_Girls_of_Rome, dbo:director, dbr:Daniele_D'Anza) | (dbr:Call_Girls_of_Rome, dbo:producer, dbr:Ermanno_Donati) | (dbr:Call_Girls_of_Rome, dbo:producer, dbr:Luigi_Carpentieri) | (dbr:Call_Girls_of_Rome, dbo:starring, dbr:Andreina_Pagnani) | (dbr:Call_Girls_of_Rome, dbo:starring, dbr:Jeanne_Valérie) | (dbr:Call_Girls_of_Rome, dbo:writer, dbr:Ugo_Pirro) | (dbr:Call_Girls_of_Rome, dbo:writer, dbr:Giuseppe_Mangione) | (dbr:Call_Girls_of_Rome, dbo:writer, dbr:Mino_Guerrini) | (dbr:Call_Girls_of_Rome, dbo:writer, dbr:Daniele_D'Anza) | (dbr:Call_Girls_of_Rome, dbo:writer, dbr:Oreste_Biancoli)"
153,http://dbpedia.org/resource/Call_Her_Savage,"Call Her Savage is a 1932 pre-Code drama film directed by John Francis Dillon and starring Clara Bow and Gilbert Roland. The film was Bow's second-to-last film role. Its portrayal of a scene in a gay bar would become impossible in less than two years, when enforcement of the Hays Code became more stringent. The film's copyright was renewed, and the film will enter the public domain in 2028.",393,7,"(dbr:Call_Her_Savage, dbo:runtime, -5520.0) | (dbr:Call_Her_Savage, dbo:director, dbr:John_Francis_Dillon_(director)) | (dbr:Call_Her_Savage, dbo:producer, dbr:Sam_E._Rork) | (dbr:Call_Her_Savage, dbo:starring, dbr:Clara_Bow) | (dbr:Call_Her_Savage, dbo:starring, dbr:Gilbert_Roland) | (dbr:Call_Her_Savage, dbo:writer, dbr:Tiffany_Thayer) | (dbr:Call_Her_Savage, dbo:writer, dbr:Edwin_J._Burke)"
154,http://dbpedia.org/resource/Call_It_Luck,"Call It Luck is a 1934 American comedy film directed by James Tinling and written by Dudley Nichols and Lamar Trotti. The film stars Pat Paterson, Herbert Mundin and Charles Starrett. The film was released on June 1, 1934, by Fox Film Corporation. A review in Variety concluded that ""Herbert Mundin steals the picture despite that Pat Paterson, whom Fox is trying to build up, is given every opportunity to snatch attention"".",425,11,"(dbr:Call_It_Luck, dbo:runtime, 3900.0) | (dbr:Call_It_Luck, dbo:director, dbr:James_Tinling) | (dbr:Call_It_Luck, dbo:starring, dbr:Georgia_Caine) | (dbr:Call_It_Luck, dbo:starring, dbr:Gordon_Westcott) | (dbr:Call_It_Luck, dbo:starring, dbr:Theodore_von_Eltz) | (dbr:Call_It_Luck, dbo:starring, dbr:Pat_Paterson) | (dbr:Call_It_Luck, dbo:starring, dbr:Herbert_Mundin) | (dbr:Call_It_Luck, dbo:starring, dbr:Charles_Starrett) | (dbr:Call_It_Luck, dbo:writer, dbr:George_Marshall_(director)) | (dbr:Call_It_Luck, dbo:writer, dbr:Dudley_Nichols) | (dbr:Call_It_Luck, dbo:writer, dbr:Lamar_Trotti)"
155,http://dbpedia.org/resource/Call_It_a_Day,"Call It a Day is a 1937 American comedy film directed by Archie Mayo and starring Olivia de Havilland, Ian Hunter, Anita Louise, Alice Brady, Roland Young, and Frieda Inescort. Based on the 1935 play Call It a Day by Dodie Smith, the film is about a day in the life of a middle-class London family whose lives are complicated by the first romantic signs of spring.",364,8,"(dbr:Call_It_a_Day, dbo:runtime, 5400.0) | (dbr:Call_It_a_Day, dbo:director, dbr:Archie_Mayo) | (dbr:Call_It_a_Day, dbo:starring, dbr:Roland_Young) | (dbr:Call_It_a_Day, dbo:starring, dbr:Frieda_Inescort) | (dbr:Call_It_a_Day, dbo:starring, dbr:Anita_Louise) | (dbr:Call_It_a_Day, dbo:starring, dbr:Alice_Brady) | (dbr:Call_It_a_Day, dbo:starring, dbr:Ian_Hunter_(actor)) | (dbr:Call_It_a_Day, dbo:starring, dbr:Olivia_de_Havilland)"
156,http://dbpedia.org/resource/Call_Jane,"Call Jane is a 2022 American drama film starring Elizabeth Banks as a suburban housewife in the 1960s who deals with a life-threatening pregnancy and subsequently joins the Jane Collective, an underground network of abortion activists. The film also stars Sigourney Weaver, Chris Messina, Kate Mara, Wunmi Mosaku, Cory Michael Smith, Grace Edwards, and John Magaro. It is directed by Phyllis Nagy. The screenplay was written by Hayley Schore and Roshan Sethi.",459,10,"(dbr:Call_Jane, dbo:runtime, 7260.0) | (dbr:Call_Jane, dbo:director, dbr:Phyllis_Nagy) | (dbr:Call_Jane, dbo:producer, dbr:Robbie_Brenner) | (dbr:Call_Jane, dbo:starring, dbr:Cory_Michael_Smith) | (dbr:Call_Jane, dbo:starring, dbr:Chris_Messina) | (dbr:Call_Jane, dbo:starring, dbr:Elizabeth_Banks) | (dbr:Call_Jane, dbo:starring, dbr:Sigourney_Weaver) | (dbr:Call_Jane, dbo:starring, dbr:John_Magaro) | (dbr:Call_Jane, dbo:starring, dbr:Kate_Mara) | (dbr:Call_Jane, dbo:starring, dbr:Wunmi_Mosaku)"
157,http://dbpedia.org/resource/Call_Me:_The_Rise_and_Fall_of_Heidi_Fleiss,"Call Me: The Rise and Fall of Heidi Fleiss is a television film starring Jamie-Lynn Sigler as Hollywood madame Heidi Fleiss. It aired on USA Network on March 29, 2004.",167,6,"(dbr:Call_Me:_The_Rise_and_Fall_of_Heidi_Fleiss, dbo:runtime, 5040.0) | (dbr:Call_Me:_The_Rise_and_Fall_of_Heidi_Fleiss, dbo:director, dbr:Charles_McDougall) | (dbr:Call_Me:_The_Rise_and_Fall_of_Heidi_Fleiss, dbo:starring, dbr:Brenda_Fricker) | (dbr:Call_Me:_The_Rise_and_Fall_of_Heidi_Fleiss, dbo:starring, dbr:Emmanuelle_Vaugier) | (dbr:Call_Me:_The_Rise_and_Fall_of_Heidi_Fleiss, dbo:starring, dbr:Jamie-Lynn_Sigler) | (dbr:Call_Me:_The_Rise_and_Fall_of_Heidi_Fleiss, dbo:starring, dbr:Natassia_Malthe)"
158,http://dbpedia.org/resource/Call_Me_(film),"Call Me is a 1988 American erotic thriller film about a woman who strikes up a relationship with a stranger over the phone, and in the process becomes entangled in a murder. The film was directed by Sollace Mitchell, and stars Patricia Charbonneau, Stephen McHattie, and Boyd Gaines.",283,8,"(dbr:Call_Me_(film), dbo:runtime, 5760.0) | (dbr:Call_Me_(film), dbo:director, dbr:Sollace_Mitchell) | (dbr:Call_Me_(film), dbo:starring, dbr:Sam_Freed) | (dbr:Call_Me_(film), dbo:starring, dbr:Boyd_Gaines) | (dbr:Call_Me_(film), dbo:starring, dbr:Patricia_Charbonneau) | (dbr:Call_Me_(film), dbo:starring, dbr:Stephen_McHattie) | (dbr:Call_Me_(film), dbo:starring, dbr:Steve_Buscemi) | (dbr:Call_Me_(film), dbo:writer, dbr:Sollace_Mitchell)"
159,http://dbpedia.org/resource/Call_Me_Bwana,Call Me Bwana is a 1963 British Technicolor farce film starring Bob Hope and Anita Ekberg and directed by Gordon Douglas.,121,9,"(dbr:Call_Me_Bwana, dbo:releaseDate, 1963-04-04) | (dbr:Call_Me_Bwana, dbo:runtime, 6120.0) | (dbr:Call_Me_Bwana, dbo:director, dbr:Gordon_Douglas_(director)) | (dbr:Call_Me_Bwana, dbo:producer, dbr:Albert_R._Broccoli) | (dbr:Call_Me_Bwana, dbo:starring, dbr:Bob_Hope) | (dbr:Call_Me_Bwana, dbo:starring, dbr:Anita_Ekberg) | (dbr:Call_Me_Bwana, dbo:starring, dbr:Edie_Adams) | (dbr:Call_Me_Bwana, dbo:starring, dbr:Arnold_Palmer) | (dbr:Call_Me_Bwana, dbo:writer, dbr:Johanna_Harwood)"
160,http://dbpedia.org/resource/Call_Me_Claus,"Call Me Claus is a 2001 American Christmas comedy television film directed by Peter Werner and starring Whoopi Goldberg and Nigel Hawthorne. The movie involves Santa Claus (Hawthorne) who needs a replacement Santa after serving his 200-year reign. He decides on Lucy Cullins (Goldberg), an eccentric, grouchy shopping network executive, who hires him to promote Christmas decorations and presents on the network. The film premiered on TNT on December 2, 2001, and was also released on VHS and DVD by Columbia TriStar Home Entertainment. The film has since been reran on Lifetime, Freeform and The Hallmark Channel.",614,11,"(dbr:Call_Me_Claus, dbo:runtime, 5400.0) | (dbr:Call_Me_Claus, dbo:director, dbr:Peter_Werner) | (dbr:Call_Me_Claus, dbo:genre, dbr:Comedy_film) | (dbr:Call_Me_Claus, dbo:starring, dbr:Brian_Stokes_Mitchell) | (dbr:Call_Me_Claus, dbo:starring, dbr:Robert_Costanzo) | (dbr:Call_Me_Claus, dbo:starring, dbr:Victor_Garber) | (dbr:Call_Me_Claus, dbo:starring, dbr:Frankie_Faison) | (dbr:Call_Me_Claus, dbo:starring, dbr:Whoopi_Goldberg) | (dbr:Call_Me_Claus, dbo:starring, dbr:Ali_Wentworth) | (dbr:Call_Me_Claus, dbo:starring, dbr:Nigel_Hawthorne) | (dbr:Call_Me_Claus, dbo:starring, dbr:Taylor_Negron)"
161,http://dbpedia.org/resource/Call_Me_Crazy:_A_Five_Film,"Call Me Crazy: A Five Film is a 2013 American drama anthology television film which premiered on Lifetime on April 20, 2013. It is a sequel to the 2011 film Five.",162,12,"(dbr:Call_Me_Crazy:_A_Five_Film, dbo:releaseDate, 2013-04-20) | (dbr:Call_Me_Crazy:_A_Five_Film, dbo:runtime, 5280.0) | (dbr:Call_Me_Crazy:_A_Five_Film, dbo:director, dbr:Bonnie_Hunt) | (dbr:Call_Me_Crazy:_A_Five_Film, dbo:director, dbr:Bryce_Dallas_Howard) | (dbr:Call_Me_Crazy:_A_Five_Film, dbo:director, dbr:Ashley_Judd) | (dbr:Call_Me_Crazy:_A_Five_Film, dbo:director, dbr:Laura_Dern) | (dbr:Call_Me_Crazy:_A_Five_Film, dbo:director, dbr:Sharon_Maguire) | (dbr:Call_Me_Crazy:_A_Five_Film, dbo:starring, dbr:Sarah_Hyland) | (dbr:Call_Me_Crazy:_A_Five_Film, dbo:starring, dbr:Melissa_Leo) | (dbr:Call_Me_Crazy:_A_Five_Film, dbo:starring, dbr:Brittany_Snow) | (dbr:Call_Me_Crazy:_A_Five_Film, dbo:starring, dbr:Jennifer_Hudson) | (dbr:Call_Me_Crazy:_A_Five_Film, dbo:starring, dbr:Octavia_Spencer)"
162,http://dbpedia.org/resource/Call_Me_Elisabeth,"Call Me Elisabeth is a 2006 French drama film directed by Jean-Pierre Améris, and based on a novel written by Anne Wiazemsky.",125,6,"(dbr:Call_Me_Elisabeth, dbo:director, dbr:Jean-Pierre_Améris) | (dbr:Call_Me_Elisabeth, dbo:starring, dbr:Stéphane_Freiss) | (dbr:Call_Me_Elisabeth, dbo:starring, dbr:Alba_Gaïa_Bellugi) | (dbr:Call_Me_Elisabeth, dbo:starring, dbr:Yolande_Moreau) | (dbr:Call_Me_Elisabeth, dbo:starring, dbr:Maria_de_Medeiros) | (dbr:Call_Me_Elisabeth, dbo:writer, dbr:Jean-Pierre_Améris)"
163,http://dbpedia.org/resource/Call_Me_Human,"Call Me Human is a Canadian documentary film, directed by Kim O'Bomsawin and released in 2020. The film is a portrait of Innu poet Joséphine Bacon.",147,4,"(dbr:Call_Me_Human, dbo:runtime, 4680.0) | (dbr:Call_Me_Human, dbo:director, dbr:Kim_O'Bomsawin) | (dbr:Call_Me_Human, dbo:starring, dbr:Joséphine_Bacon) | (dbr:Call_Me_Human, dbo:writer, dbr:Kim_O'Bomsawin)"
164,http://dbpedia.org/resource/Call_Me_King,"Call Me King is a 2015 American action crime drama written, produced and directed by R.L. Scott. Scott is also the film's cinematographer and choreographed the film's fight sequences. Call Me King had a limited theatrical release in the United States on September 4, 2015 during the Labor Day holiday weekend.",309,5,"(dbr:Call_Me_King, dbo:runtime, 7080.0) | (dbr:Call_Me_King, dbo:starring, dbr:Bill_Cobbs) | (dbr:Call_Me_King, dbo:starring, dbr:Chris_Mulkey) | (dbr:Call_Me_King, dbo:starring, dbr:Bai_Ling) | (dbr:Call_Me_King, dbo:starring, dbr:Amin_Joseph)"
165,http://dbpedia.org/resource/Call_Me_Lucky,"Call Me Lucky is a 2015 American documentary film directed by Bobcat Goldthwait about the life of satirist, author, and performer Barry Crimmins.",145,13,"(dbr:Call_Me_Lucky, dbo:runtime, 6360.0) | (dbr:Call_Me_Lucky, dbo:director, dbr:Bobcat_Goldthwait) | (dbr:Call_Me_Lucky, dbo:starring, dbr:Barry_Crimmins) | (dbr:Call_Me_Lucky, dbo:starring, dbr:David_Cross) | (dbr:Call_Me_Lucky, dbo:starring, dbr:Patton_Oswalt) | (dbr:Call_Me_Lucky, dbo:starring, dbr:Lenny_Clarke) | (dbr:Call_Me_Lucky, dbo:starring, dbr:Steven_Wright) | (dbr:Call_Me_Lucky, dbo:starring, dbr:Baratunde_Thurston) | (dbr:Call_Me_Lucky, dbo:starring, dbr:Jimmy_Tingle) | (dbr:Call_Me_Lucky, dbo:starring, dbr:Jack_Gallagher_(comedian)) | (dbr:Call_Me_Lucky, dbo:starring, dbr:Marc_Maron) | (dbr:Call_Me_Lucky, dbo:starring, dbr:Margaret_Cho) | (dbr:Call_Me_Lucky, dbo:starring, dbr:Martin_Olson)"
166,http://dbpedia.org/resource/Call_Me_Madam_(film),"Call Me Madam is a 1953 American Technicolor musical film directed by Walter Lang, with songs by Irving Berlin, based on the 1950 stage musical of the same name.",161,8,"(dbr:Call_Me_Madam_(film), dbo:runtime, 6840.0) | (dbr:Call_Me_Madam_(film), dbo:director, dbr:Walter_Lang) | (dbr:Call_Me_Madam_(film), dbo:producer, dbr:Sol_C._Siegel) | (dbr:Call_Me_Madam_(film), dbo:starring, dbr:Vera-Ellen) | (dbr:Call_Me_Madam_(film), dbo:starring, dbr:George_Sanders) | (dbr:Call_Me_Madam_(film), dbo:starring, dbr:Ethel_Merman) | (dbr:Call_Me_Madam_(film), dbo:starring, dbr:Donald_O'Connor) | (dbr:Call_Me_Madam_(film), dbo:writer, dbr:Arthur_Sheekman)"
167,http://dbpedia.org/resource/Call_Me_Mame,"Call Me Mame is a 1933 British comedy film directed by John Daumery and starring Ethel Irving, John Batten and Dorothy Bartlam. It was made at Teddington Studios as a quota quickie.",181,4,"(dbr:Call_Me_Mame, dbo:runtime, 3540.0) | (dbr:Call_Me_Mame, dbo:director, dbr:John_Daumery) | (dbr:Call_Me_Mame, dbo:producer, dbr:Irving_Asher) | (dbr:Call_Me_Mame, dbo:writer, dbr:Randall_Faye)"
168,http://dbpedia.org/resource/Call_Me_Mister_(film),Call Me Mister is a 1951 American Technicolor musical film released by Twentieth Century-Fox. The feature was directed by Lloyd Bacon and re-written from the 1946 Broadway play version by Albert E. Lewin and Burt Styler with music by Harold Rome that featured cast members from the US armed forces.,298,7,"(dbr:Call_Me_Mister_(film), dbo:runtime, 5760.0) | (dbr:Call_Me_Mister_(film), dbo:director, dbr:Lloyd_Bacon) | (dbr:Call_Me_Mister_(film), dbo:producer, dbr:Fred_Kohlmar) | (dbr:Call_Me_Mister_(film), dbo:starring, dbr:Betty_Grable) | (dbr:Call_Me_Mister_(film), dbo:starring, dbr:Dan_Dailey) | (dbr:Call_Me_Mister_(film), dbo:writer, dbr:Burt_Styler) | (dbr:Call_Me_Mister_(film), dbo:writer, dbr:Albert_E._Lewin)"
